# Forward reconstruction (consistency check), model F1: E=337 kJ/mol, lnA=43.7. T (C), alpha experimental and modelled for each beta.
516.932,0.128024,0.188052,531.096,0.0971016,0.174394,534.713,0.09736,0.129558
516.971,0.12878,0.188998,531.141,0.0976219,0.175307,534.755,0.09789,0.130241
517.01,0.129539,0.189945,531.186,0.0981442,0.176222,534.798,0.098422,0.130925
517.049,0.130301,0.190893,531.231,0.0986686,0.177137,534.84,0.0989563,0.131611
517.088,0.131067,0.191844,531.276,0.0991953,0.178055,534.882,0.0994923,0.132298
517.127,0.131836,0.192795,531.321,0.0997237,0.178974,534.925,0.10003,0.132985
517.166,0.132609,0.193749,531.366,0.100255,0.179895,534.967,0.10057,0.133674
517.205,0.133385,0.194703,531.411,0.100788,0.180818,535.01,0.101112,0.134365
517.244,0.134164,0.195659,531.456,0.101322,0.181742,535.052,0.101657,0.135057
517.283,0.134946,0.196615,531.501,0.101859,0.182668,535.095,0.102204,0.135751
517.322,0.135731,0.197573,531.546,0.102398,0.183595,535.137,0.102753,0.136445
517.361,0.13652,0.198532,531.591,0.102939,0.184524,535.18,0.103303,0.137141
517.4,0.137312,0.199494,531.636,0.103482,0.185455,535.222,0.103856,0.137838
517.439,0.138109,0.200456,531.681,0.104027,0.186387,535.265,0.104412,0.138536
517.478,0.138909,0.201419,531.726,0.104574,0.187321,535.307,0.104969,0.139236
517.517,0.139714,0.202383,531.771,0.105123,0.188257,535.35,0.105529,0.139937
517.556,0.140523,0.203349,531.816,0.105674,0.189194,535.392,0.106091,0.140639
517.595,0.141337,0.204316,531.861,0.106227,0.190132,535.434,0.106655,0.141342
517.634,0.142155,0.205285,531.906,0.106781,0.191073,535.477,0.107222,0.142047
517.673,0.142977,0.206255,531.951,0.107338,0.192014,535.519,0.10779,0.142752
517.713,0.143804,0.207227,531.996,0.107896,0.192957,535.562,0.108362,0.14346
517.752,0.144635,0.2082,532.041,0.108457,0.193902,535.604,0.108936,0.144169
517.791,0.14547,0.209174,532.086,0.10902,0.194849,535.647,0.109512,0.144879
517.83,0.146309,0.210149,532.131,0.109584,0.195797,535.689,0.11009,0.14559
517.869,0.147152,0.211126,532.176,0.110151,0.196746,535.732,0.110671,0.146303
517.908,0.147998,0.212104,532.221,0.11072,0.197698,535.774,0.111254,0.147017
517.947,0.148848,0.213084,532.266,0.111292,0.198651,535.817,0.111839,0.147732
517.986,0.149702,0.214064,532.311,0.111867,0.199605,535.859,0.112427,0.148449
518.025,0.150559,0.215046,532.356,0.112444,0.200561,535.902,0.113018,0.149168
518.064,0.151421,0.216029,532.401,0.113024,0.201519,535.944,0.11361,0.149887
518.103,0.152285,0.217013,532.446,0.113608,0.202478,535.987,0.114204,0.150608
518.142,0.153153,0.217998,532.491,0.114194,0.203439,536.029,0.114801,0.15133
518.181,0.154025,0.218984,532.536,0.114783,0.204402,536.072,0.1154,0.152054
518.22,0.1549,0.219971,532.581,0.115375,0.205366,536.114,0.116,0.152778
518.259,0.155779,0.22096,532.627,0.11597,0.206332,536.157,0.116603,0.153504
518.298,0.156662,0.221949,532.672,0.116567,0.207299,536.199,0.117208,0.154232
518.337,0.157548,0.22294,532.717,0.117167,0.208267,536.242,0.117815,0.15496
518.376,0.158436,0.223932,532.762,0.11777,0.209238,536.285,0.118424,0.155691
518.415,0.159327,0.224925,532.807,0.118375,0.210209,536.327,0.119036,0.156422
518.454,0.160221,0.225918,532.852,0.118983,0.211181,536.37,0.11965,0.157155
518.493,0.161119,0.226914,532.897,0.119594,0.212155,536.412,0.120266,0.157889
518.532,0.162021,0.227911,532.942,0.120207,0.213131,536.455,0.120885,0.158625
518.571,0.162925,0.228909,532.987,0.120823,0.214108,536.497,0.121506,0.159362
518.61,0.163833,0.229908,533.032,0.121442,0.215086,536.54,0.122129,0.160101
518.649,0.164745,0.230908,533.077,0.122064,0.216066,536.582,0.122755,0.160841
518.688,0.16566,0.23191,533.122,0.122688,0.217048,536.625,0.123382,0.161582
518.727,0.166577,0.232913,533.167,0.123316,0.218031,536.668,0.124012,0.162324
518.766,0.167498,0.233917,533.212,0.123945,0.219015,536.71,0.124645,0.163067
518.805,0.168423,0.234923,533.257,0.124577,0.22,536.753,0.125279,0.163812
518.844,0.169352,0.23593,533.302,0.125212,0.220987,536.795,0.125917,0.164559
518.883,0.170284,0.236939,533.347,0.12585,0.221975,536.838,0.126557,0.165307
518.922,0.17122,0.237949,533.392,0.12649,0.222965,536.88,0.127199,0.166056
518.962,0.172159,0.23896,533.437,0.127132,0.223955,536.923,0.127844,0.166806
519.001,0.173101,0.239971,533.482,0.127778,0.224947,536.966,0.128492,0.167558
519.04,0.174047,0.240983,533.527,0.128426,0.225941,537.008,0.129142,0.168311
519.078,0.174996,0.241996,533.572,0.129078,0.226937,537.051,0.129794,0.169064
519.117,0.175949,0.243011,533.617,0.129732,0.227933,537.093,0.130448,0.169819
519.156,0.176905,0.244026,533.661,0.130389,0.228932,537.136,0.131105,0.170576
519.195,0.177864,0.245043,533.706,0.131049,0.229931,537.178,0.131764,0.171333
519.234,0.178827,0.246061,533.751,0.131712,0.230932,537.221,0.132425,0.172092
519.273,0.179793,0.24708,533.796,0.132378,0.231934,537.263,0.133089,0.172852
519.312,0.180763,0.2481,533.841,0.133046,0.232938,537.306,0.133755,0.173613
519.351,0.181736,0.249122,533.886,0.133718,0.233942,537.348,0.134424,0.174375
519.39,0.182714,0.250145,533.931,0.134393,0.234949,537.391,0.135094,0.175139
519.429,0.183696,0.251169,533.976,0.135071,0.235958,537.434,0.135767,0.175904
519.468,0.184682,0.252194,534.021,0.135752,0.236967,537.476,0.136442,0.176671
519.507,0.185672,0.253221,534.066,0.136436,0.237979,537.519,0.13712,0.177439
519.546,0.186666,0.254248,534.111,0.137123,0.238992,537.561,0.1378,0.178208
519.585,0.187665,0.255276,534.156,0.137813,0.240006,537.604,0.138481,0.178978
519.624,0.188668,0.256306,534.201,0.138506,0.241022,537.646,0.139164,0.179749
519.663,0.189675,0.257337,534.246,0.139201,0.242039,537.689,0.13985,0.180522
519.702,0.190686,0.258368,534.291,0.139901,0.243057,537.731,0.140537,0.181295
519.741,0.191701,0.259401,534.335,0.140604,0.244078,537.774,0.141226,0.182069
519.78,0.19272,0.260435,534.38,0.14131,0.2451,537.816,0.141918,0.182845
519.819,0.193743,0.26147,534.425,0.142019,0.246124,537.859,0.142611,0.183622
519.858,0.194769,0.262506,534.47,0.142732,0.247149,537.901,0.143306,0.1844
519.897,0.1958,0.263544,534.515,0.143448,0.248176,537.944,0.144003,0.185179
519.936,0.196834,0.264583,534.56,0.144168,0.249204,537.986,0.144702,0.185959
519.975,0.197873,0.265623,534.605,0.144891,0.250234,538.028,0.145403,0.186741
520.014,0.198915,0.266663,534.65,0.145617,0.251266,538.071,0.146106,0.187525
520.053,0.199961,0.267705,534.695,0.146346,0.252298,538.113,0.146811,0.188309
520.092,0.201011,0.268748,534.74,0.147078,0.253332,538.156,0.147518,0.189095
520.131,0.202065,0.269792,534.785,0.147814,0.254367,538.198,0.148227,0.189882
520.17,0.203123,0.270837,534.83,0.148554,0.255404,538.241,0.148938,0.190671
520.209,0.204184,0.271883,534.875,0.149296,0.256442,538.283,0.149651,0.191461
520.248,0.20525,0.27293,534.92,0.150043,0.257481,538.326,0.150367,0.192251
520.287,0.206319,0.273979,534.965,0.150792,0.258522,538.368,0.151084,0.193044
520.326,0.207392,0.275029,535.01,0.151546,0.259564,538.411,0.151804,0.193837
520.365,0.208469,0.27608,535.055,0.152303,0.260608,538.453,0.152525,0.194631
520.404,0.20955,0.277132,535.1,0.153063,0.261653,538.495,0.153249,0.195427
520.443,0.210636,0.278186,535.145,0.153828,0.2627,538.538,0.153975,0.196224
520.482,0.211726,0.279241,535.19,0.154597,0.263749,538.58,0.154704,0.197023
520.521,0.21282,0.280298,535.235,0.155369,0.264799,538.623,0.155434,0.197822
520.56,0.213918,0.281355,535.28,0.156145,0.26585,538.665,0.156167,0.198623
520.599,0.215019,0.282413,535.325,0.156925,0.266903,538.708,0.156901,0.199426
520.638,0.216124,0.283473,535.37,0.157709,0.267957,538.75,0.157638,0.200229
520.677,0.217234,0.284534,535.414,0.158497,0.269013,538.793,0.158377,0.201034
520.716,0.218347,0.285596,535.459,0.159289,0.27007,538.835,0.159118,0.201839
520.755,0.219465,0.286659,535.504,0.160085,0.271129,538.877,0.159861,0.202646
520.794,0.220586,0.287723,535.549,0.160884,0.272189,538.92,0.160607,0.203455
520.833,0.221711,0.288787,535.594,0.161687,0.273251,538.962,0.161354,0.204264
520.872,0.222841,0.289853,535.639,0.162494,0.274314,539.005,0.162105,0.205075
520.911,0.223976,0.29092,535.684,0.163305,0.275379,539.047,0.162858,0.205888
520.95,0.225115,0.291989,535.729,0.164119,0.276446,539.09,0.163613,0.206701
520.989,0.226258,0.293058,535.774,0.164937,0.277514,539.132,0.16437,0.207517
521.028,0.227406,0.294129,535.819,0.16576,0.278584,539.174,0.165131,0.208333
521.067,0.228557,0.2952,535.865,0.166585,0.279655,539.217,0.165893,0.209151
521.106,0.229713,0.296273,535.91,0.167415,0.280728,539.259,0.166658,0.20997
521.145,0.230873,0.297347,535.955,0.168248,0.281802,539.302,0.167426,0.210791
521.184,0.232036,0.298421,536,0.169085,0.282876,539.344,0.168197,0.211614
521.223,0.233202,0.299495,536.045,0.169926,0.283953,539.387,0.16897,0.212438
521.262,0.234372,0.300571,536.09,0.170771,0.285031,539.429,0.169745,0.213263
521.301,0.235546,0.301648,536.135,0.17162,0.286109,539.472,0.170522,0.214089
521.34,0.236723,0.302726,536.18,0.172473,0.28719,539.514,0.171302,0.214916
521.379,0.237906,0.303806,536.225,0.173331,0.288271,539.557,0.172085,0.215744
521.418,0.23909,0.304885,536.27,0.174192,0.289354,539.599,0.17287,0.216575
521.457,0.24028,0.305967,536.315,0.175057,0.290438,539.642,0.173657,0.217406
521.496,0.241473,0.307049,536.36,0.175926,0.291523,539.684,0.174447,0.218239
521.535,0.242671,0.308132,536.404,0.176798,0.292609,539.727,0.175239,0.219073
521.574,0.243873,0.309217,536.449,0.177675,0.293696,539.769,0.176035,0.219909
521.613,0.245079,0.310302,536.494,0.178557,0.294785,539.812,0.176832,0.220746
521.652,0.24629,0.311389,536.539,0.179443,0.295875,539.854,0.177631,0.221585
521.691,0.247505,0.312477,536.584,0.180334,0.296968,539.897,0.178433,0.222424
521.73,0.248725,0.313566,536.629,0.181228,0.29806,539.939,0.179238,0.223266
521.769,0.249949,0.314656,536.674,0.182128,0.299155,539.982,0.180045,0.224108
521.808,0.251178,0.315746,536.719,0.183033,0.300252,540.024,0.180853,0.224951
521.847,0.252411,0.316838,536.764,0.183941,0.301349,540.067,0.181664,0.225796
521.886,0.25365,0.317931,536.809,0.184855,0.302448,540.109,0.182477,0.226642
521.925,0.254894,0.319025,536.854,0.185774,0.30355,540.152,0.183291,0.227489
521.964,0.256142,0.32012,536.899,0.186696,0.304652,540.194,0.184108,0.228337
522.003,0.257394,0.321216,536.944,0.187624,0.305755,540.237,0.184927,0.229187
522.042,0.25865,0.322313,536.989,0.188556,0.30686,540.279,0.185749,0.230038
522.081,0.259911,0.323411,537.034,0.189492,0.307966,540.322,0.186572,0.23089
522.12,0.261175,0.324511,537.079,0.190432,0.309074,540.364,0.187397,0.231743
522.159,0.262443,0.32561,537.124,0.191377,0.310183,540.407,0.188225,0.232598
522.198,0.263715,0.326711,537.169,0.192325,0.311293,540.449,0.189054,0.233454
522.237,0.264991,0.327813,537.215,0.193277,0.312404,540.492,0.189886,0.234311
522.276,0.266273,0.328916,537.26,0.194233,0.313516,540.534,0.19072,0.235169
522.315,0.267558,0.33002,537.305,0.195193,0.31463,540.577,0.191556,0.236029
522.354,0.268848,0.331125,537.35,0.196156,0.315745,540.619,0.192394,0.236889
522.393,0.270142,0.332231,537.394,0.197124,0.31686,540.662,0.193235,0.237751
522.432,0.271441,0.333337,537.439,0.198096,0.317977,540.704,0.194078,0.238615
522.471,0.272744,0.334444,537.484,0.199072,0.319096,540.747,0.194923,0.23948
522.51,0.274051,0.335552,537.529,0.200051,0.320215,540.789,0.19577,0.240346
522.549,0.275363,0.336661,537.574,0.201034,0.321334,540.832,0.196619,0.241213
522.588,0.276679,0.337771,537.619,0.202021,0.322455,540.874,0.197472,0.242082
522.627,0.278,0.338883,537.664,0.203013,0.323577,540.917,0.198325,0.242952
522.666,0.279323,0.339994,537.709,0.20401,0.324701,540.959,0.199181,0.243823
522.705,0.28065,0.341107,537.754,0.205011,0.325826,541.002,0.20004,0.244695
522.744,0.281982,0.34222,537.799,0.206016,0.326952,541.044,0.200901,0.245569
522.783,0.283316,0.343334,537.844,0.207026,0.328079,541.087,0.201764,0.246444
522.822,0.284655,0.344449,537.889,0.208041,0.329208,541.129,0.20263,0.24732
522.861,0.285998,0.345565,537.934,0.20906,0.330339,541.172,0.203498,0.248197
522.9,0.287343,0.346681,537.979,0.210084,0.331471,541.214,0.204368,0.249076
522.939,0.288693,0.347798,538.024,0.211113,0.332605,541.257,0.205241,0.249956
522.978,0.290047,0.348915,538.069,0.212146,0.333739,541.299,0.206115,0.250837
523.017,0.291404,0.350033,538.114,0.213184,0.334874,541.342,0.206992,0.251719
523.056,0.292764,0.351152,538.159,0.214227,0.336011,541.384,0.207871,0.252603
523.095,0.294129,0.352272,538.204,0.215275,0.33715,541.427,0.208752,0.253487
523.134,0.295498,0.353393,538.249,0.216328,0.33829,541.469,0.209636,0.254374
523.173,0.296872,0.354515,538.294,0.217385,0.339431,541.512,0.210521,0.255261
523.212,0.298249,0.355638,538.339,0.218447,0.340573,541.554,0.211409,0.256149
523.251,0.299631,0.356762,538.384,0.219514,0.341717,541.597,0.212299,0.257038
523.29,0.301018,0.357888,538.429,0.220585,0.342862,541.639,0.213191,0.257929
523.329,0.302409,0.359014,538.474,0.22166,0.344008,541.682,0.214084,0.258821
523.368,0.303804,0.360141,538.519,0.22274,0.345155,541.724,0.21498,0.259714
523.407,0.305204,0.361269,538.564,0.223824,0.346303,541.766,0.215878,0.260608
523.446,0.306607,0.362398,538.609,0.224912,0.347452,541.809,0.216778,0.261503
523.485,0.308013,0.363527,538.654,0.226004,0.348603,541.851,0.217681,0.2624
523.524,0.309423,0.364658,538.699,0.227101,0.349754,541.894,0.218586,0.263298
523.563,0.310837,0.36579,538.744,0.228202,0.350907,541.936,0.219494,0.264197
523.602,0.312255,0.366922,538.789,0.229306,0.352061,541.979,0.220403,0.265098
523.641,0.313675,0.368054,538.834,0.230416,0.353215,542.021,0.221315,0.265999
523.68,0.3151,0.369186,538.879,0.231529,0.354371,542.064,0.222229,0.266902
523.719,0.316529,0.370319,538.924,0.232647,0.355528,542.106,0.223146,0.267807
523.758,0.317962,0.371454,538.969,0.23377,0.356686,542.149,0.224065,0.268712
523.797,0.3194,0.372589,539.014,0.234896,0.357844,542.191,0.224986,0.269619
523.836,0.320842,0.373725,539.059,0.236026,0.359004,542.234,0.225909,0.270527
523.875,0.322289,0.374862,539.104,0.237162,0.360165,542.276,0.226835,0.271436
523.914,0.323741,0.376,539.149,0.238302,0.361328,542.319,0.227762,0.272347
523.953,0.325195,0.377138,539.194,0.239449,0.362492,542.361,0.228692,0.273258
523.992,0.326654,0.378277,539.239,0.240601,0.363657,542.404,0.229624,0.274172
524.031,0.328117,0.379416,539.284,0.24176,0.364823,542.446,0.230559,0.275086
524.069,0.329583,0.380556,539.329,0.242924,0.36599,542.489,0.231495,0.276001
524.108,0.331052,0.381697,539.374,0.244095,0.367159,542.531,0.232434,0.276918
524.147,0.332526,0.382839,539.419,0.245272,0.368329,542.574,0.233375,0.277836
524.186,0.334002,0.383981,539.464,0.246456,0.369499,542.616,0.234318,0.278756
524.225,0.335483,0.385124,539.509,0.247646,0.370671,542.659,0.235262,0.279676
524.264,0.336967,0.386268,539.554,0.248843,0.371844,542.701,0.236209,0.280597
524.303,0.338455,0.387413,539.599,0.250047,0.373019,542.743,0.237158,0.281519
524.342,0.339946,0.388559,539.645,0.251258,0.374195,542.786,0.238109,0.282443
524.381,0.341442,0.389706,539.69,0.252475,0.375372,542.828,0.239062,0.283368
524.42,0.34294,0.390854,539.735,0.253698,0.376549,542.871,0.240017,0.284294
524.459,0.344441,0.392001,539.78,0.254927,0.377728,542.913,0.240975,0.285222
524.498,0.345945,0.393151,539.825,0.256163,0.378908,542.956,0.241935,0.286151
524.537,0.347453,0.394301,539.87,0.257403,0.380088,542.998,0.242897,0.28708
524.576,0.348964,0.395451,539.915,0.25865,0.381269,543.041,0.243861,0.288011
524.615,0.350477,0.396601,539.96,0.259902,0.382451,543.083,0.244826,0.288943
524.654,0.351993,0.397753,540.005,0.26116,0.383635,543.126,0.245794,0.289876
524.693,0.353513,0.398904,540.05,0.262423,0.384819,543.168,0.246765,0.290811
524.732,0.355036,0.400057,540.095,0.263692,0.386003,543.211,0.247738,0.291747
524.771,0.356563,0.40121,540.14,0.264966,0.387189,543.253,0.248713,0.292685
524.81,0.358093,0.402364,540.185,0.266244,0.388375,543.296,0.24969,0.293623
524.849,0.359628,0.403518,540.23,0.267527,0.389562,543.338,0.25067,0.294563
524.888,0.361167,0.404674,540.275,0.268815,0.390749,543.381,0.251653,0.295504
524.927,0.362708,0.405831,540.32,0.270108,0.391938,543.423,0.252638,0.296446
524.966,0.364254,0.406988,540.365,0.271405,0.393127,543.466,0.253626,0.29739
525.005,0.365805,0.408148,540.41,0.272707,0.394318,543.508,0.254616,0.298335
525.044,0.367359,0.409307,540.455,0.274014,0.39551,543.551,0.25561,0.299282
525.083,0.368917,0.410468,540.5,0.275325,0.396702,543.593,0.256605,0.30023
525.122,0.370477,0.411628,540.545,0.27664,0.397897,543.636,0.257603,0.301179
525.162,0.372043,0.412788,540.59,0.277958,0.399091,543.679,0.258604,0.302129
525.201,0.373612,0.413949,540.635,0.27928,0.400287,543.721,0.259608,0.303081
525.24,0.375185,0.415111,540.68,0.280605,0.401483,543.764,0.260614,0.304034
525.279,0.376761,0.416273,540.725,0.281932,0.40268,543.806,0.261623,0.304989
525.318,0.378342,0.417436,540.77,0.283263,0.403877,543.849,0.262634,0.305944
525.357,0.379927,0.4186,540.815,0.284597,0.405075,543.891,0.263647,0.3069
525.396,0.381516,0.419765,540.86,0.285935,0.406275,543.934,0.264662,0.307857
525.435,0.383108,0.420929,540.905,0.287276,0.407475,543.977,0.26568,0.308816
525.474,0.384703,0.422094,540.95,0.288621,0.408676,544.019,0.2667,0.309776
525.513,0.386301,0.42326,540.995,0.289971,0.409878,544.062,0.267722,0.310736
525.552,0.387902,0.424426,541.039,0.291323,0.41108,544.104,0.268747,0.311698
525.591,0.389507,0.425592,541.084,0.292679,0.412284,544.147,0.269774,0.312662
525.63,0.391115,0.42676,541.129,0.294039,0.413488,544.189,0.270804,0.313626
525.669,0.392726,0.427928,541.174,0.295403,0.414693,544.232,0.271836,0.314591
525.708,0.39434,0.429097,541.219,0.296769,0.415899,544.275,0.27287,0.315557
525.747,0.395959,0.430267,541.264,0.298139,0.417105,544.317,0.273906,0.316524
525.786,0.397581,0.431437,541.309,0.299513,0.418313,544.36,0.274945,0.317492
525.825,0.399207,0.432608,541.354,0.300891,0.419522,544.402,0.275986,0.318461
525.864,0.400836,0.433779,541.399,0.302272,0.420732,544.445,0.27703,0.319432
525.903,0.402467,0.43495,541.444,0.303657,0.421943,544.487,0.278077,0.320403
525.942,0.4041,0.436121,541.489,0.305046,0.423154,544.53,0.279126,0.321376
525.981,0.405737,0.437293,541.534,0.306438,0.424366,544.572,0.280177,0.32235
526.02,0.407377,0.438465,541.579,0.307834,0.425579,544.615,0.281231,0.323324
526.059,0.40902,0.439638,541.624,0.309234,0.426792,544.657,0.282287,0.3243
526.098,0.410665,0.44081,541.669,0.310638,0.428006,544.7,0.283346,0.325277
526.137,0.412314,0.441984,541.714,0.312046,0.429221,544.742,0.284407,0.326255
526.176,0.413967,0.443158,541.759,0.313459,0.430436,544.785,0.285471,0.327234
526.216,0.415623,0.444333,541.804,0.314876,0.431652,544.827,0.286537,0.328214
526.255,0.417281,0.445508,541.849,0.316299,0.432869,544.87,0.287605,0.329195
526.294,0.418942,0.446683,541.894,0.317726,0.434088,544.913,0.288676,0.330178
526.333,0.420606,0.447858,541.939,0.319159,0.435307,544.955,0.289749,0.331161
526.372,0.422272,0.449034,541.984,0.320596,0.436526,544.998,0.290825,0.332145
526.411,0.423942,0.450211,542.029,0.322039,0.437746,545.04,0.291904,0.333131
526.45,0.425613,0.451389,542.074,0.323487,0.438967,545.083,0.292986,0.334118
526.489,0.427287,0.452566,542.119,0.32494,0.440189,545.125,0.294069,0.335106
526.528,0.428961,0.453743,542.164,0.326398,0.441411,545.168,0.295154,0.336094
526.567,0.430637,0.45492,542.209,0.327862,0.442634,545.21,0.29624,0.337083
526.606,0.432315,0.456097,542.254,0.329331,0.443858,545.253,0.297329,0.338073
526.645,0.433995,0.457276,542.299,0.330805,0.445083,545.295,0.29842,0.339064
526.684,0.435678,0.458454,542.344,0.332284,0.446308,545.338,0.299513,0.340056
526.723,0.437362,0.459633,542.389,0.333769,0.447534,545.38,0.300608,0.341049
526.762,0.439049,0.460812,542.434,0.335258,0.44876,545.423,0.301705,0.342042
526.801,0.440737,0.461992,542.479,0.336753,0.449986,545.465,0.302804,0.343036
526.84,0.442428,0.463172,542.524,0.338253,0.451214,545.507,0.303904,0.344031
526.879,0.444118,0.464352,542.569,0.339757,0.452441,545.55,0.305008,0.345027
526.918,0.445811,0.465532,542.614,0.341267,0.453669,545.592,0.306113,0.346025
526.957,0.447507,0.466713,542.658,0.342782,0.454898,545.635,0.307221,0.347023
