# Forward reconstruction (consistency check), model R3: E=344 kJ/mol, lnA=58.6. T (C), alpha experimental and modelled for each beta.
339.824,0.0866079,0.12739,350.545,0.086592,0.132683,356.74,0.0866231,0.152221
339.858,0.0871036,0.12813,350.577,0.0870878,0.133425,356.772,0.0871188,0.153058
339.892,0.0876021,0.128873,350.609,0.0875863,0.13417,356.804,0.0876173,0.153897
339.926,0.0881035,0.129618,350.642,0.0880877,0.134917,356.836,0.0881187,0.154737
339.96,0.0886077,0.130366,350.674,0.0885919,0.135666,356.867,0.0886229,0.155581
339.994,0.0891147,0.131116,350.706,0.089099,0.136417,356.899,0.0891299,0.156426
340.028,0.0896247,0.131868,350.738,0.0896089,0.13717,356.931,0.0896398,0.157274
340.062,0.0901375,0.132623,350.77,0.0901217,0.137925,356.963,0.0901526,0.158123
340.096,0.0906532,0.13338,350.802,0.0906374,0.138683,356.995,0.0906683,0.158976
340.129,0.0911718,0.134139,350.834,0.091156,0.139442,357.027,0.0911869,0.15983
340.163,0.0916933,0.134901,350.866,0.0916776,0.140204,357.058,0.0917084,0.160687
340.197,0.0922178,0.135666,350.898,0.0922021,0.140968,357.09,0.0922329,0.161546
340.231,0.0927452,0.136432,350.93,0.0927295,0.141734,357.122,0.0927604,0.162407
340.265,0.0932757,0.137201,350.962,0.0932599,0.142502,357.154,0.0932908,0.16327
340.299,0.0938091,0.137973,350.995,0.0937934,0.143272,357.186,0.0938242,0.164136
340.333,0.0943455,0.138747,351.027,0.0943298,0.144045,357.218,0.0943606,0.165004
340.367,0.0948849,0.139523,351.059,0.0948692,0.144819,357.25,0.0949,0.165874
340.401,0.0954274,0.140302,351.091,0.0954117,0.145596,357.281,0.0954425,0.166747
340.435,0.095973,0.141083,351.123,0.0959573,0.146375,357.313,0.095988,0.167622
340.469,0.0965216,0.141867,351.155,0.0965059,0.147157,357.345,0.0965366,0.168499
340.503,0.0970733,0.142653,351.187,0.0970576,0.14794,357.377,0.0970883,0.169378
340.537,0.0976281,0.143442,351.219,0.0976124,0.148726,357.409,0.0976431,0.17026
340.571,0.098186,0.144233,351.251,0.0981704,0.149514,357.441,0.098201,0.171144
340.605,0.098747,0.145026,351.283,0.0987314,0.150304,357.472,0.0987621,0.17203
340.638,0.0993112,0.145822,351.316,0.0992956,0.151096,357.504,0.0993263,0.172919
340.672,0.0998786,0.146621,351.348,0.099863,0.15189,357.536,0.0998936,0.17381
340.706,0.100449,0.147422,351.38,0.100434,0.152687,357.568,0.100464,0.174703
340.74,0.101023,0.148225,351.412,0.101007,0.153486,357.6,0.101038,0.175599
340.774,0.1016,0.149031,351.444,0.101584,0.154287,357.632,0.101615,0.176497
340.808,0.10218,0.149839,351.476,0.102165,0.15509,357.664,0.102195,0.177397
340.842,0.102764,0.15065,351.508,0.102748,0.155896,357.695,0.102779,0.1783
340.876,0.10335,0.151464,351.54,0.103335,0.156703,357.727,0.103365,0.179205
340.91,0.10394,0.15228,351.572,0.103925,0.157513,357.759,0.103955,0.180112
340.944,0.104534,0.153098,351.604,0.104518,0.158326,357.791,0.104549,0.181021
340.978,0.10513,0.153919,351.636,0.105115,0.15914,357.823,0.105145,0.181933
341.012,0.10573,0.154743,351.669,0.105715,0.159957,357.855,0.105745,0.182848
341.046,0.106334,0.155569,351.701,0.106318,0.160776,357.886,0.106349,0.183764
341.08,0.10694,0.156397,351.733,0.106925,0.161597,357.918,0.106955,0.184683
341.114,0.107551,0.157229,351.765,0.107535,0.162421,357.95,0.107565,0.185605
341.147,0.108164,0.158062,351.797,0.108149,0.163247,357.982,0.108179,0.186528
341.181,0.108781,0.158899,351.829,0.108766,0.164075,358.014,0.108796,0.187454
341.215,0.109401,0.159737,351.861,0.109386,0.164905,358.046,0.109416,0.188383
341.249,0.110025,0.160579,351.893,0.11001,0.165738,358.078,0.11004,0.189314
341.283,0.110652,0.161423,351.925,0.110637,0.166572,358.109,0.110667,0.190247
341.317,0.111283,0.162269,351.957,0.111268,0.16741,358.141,0.111298,0.191182
341.351,0.111918,0.163118,351.99,0.111902,0.168249,358.173,0.111932,0.19212
341.385,0.112555,0.16397,352.022,0.11254,0.169091,358.205,0.11257,0.19306
341.419,0.113197,0.164825,352.054,0.113181,0.169935,358.237,0.113212,0.194003
341.453,0.113842,0.165681,352.086,0.113826,0.170781,358.269,0.113857,0.194948
341.487,0.11449,0.166541,352.118,0.114475,0.17163,358.3,0.114505,0.195896
341.521,0.115142,0.167403,352.15,0.115127,0.172481,358.332,0.115157,0.196845
341.555,0.115798,0.168268,352.182,0.115783,0.173334,358.364,0.115813,0.197798
341.589,0.116458,0.169135,352.214,0.116442,0.17419,358.396,0.116472,0.198752
341.623,0.117121,0.170005,352.246,0.117105,0.175048,358.428,0.117135,0.199709
341.656,0.117787,0.170878,352.278,0.117772,0.175908,358.46,0.117802,0.200669
341.69,0.118458,0.171753,352.31,0.118442,0.17677,358.492,0.118472,0.201631
341.724,0.119132,0.172631,352.343,0.119117,0.177635,358.523,0.119147,0.202595
341.758,0.11981,0.173512,352.375,0.119794,0.178503,358.555,0.119824,0.203562
341.792,0.120491,0.174395,352.407,0.120476,0.179372,358.587,0.120506,0.204531
341.826,0.121177,0.175281,352.439,0.121161,0.180244,358.619,0.121191,0.205502
341.86,0.121866,0.176169,352.471,0.121851,0.181118,358.651,0.12188,0.206476
341.894,0.122559,0.17706,352.503,0.122544,0.181995,358.683,0.122573,0.207452
341.928,0.123256,0.177954,352.535,0.12324,0.182874,358.715,0.12327,0.208431
341.962,0.123956,0.178851,352.567,0.123941,0.183755,358.746,0.123971,0.209412
341.996,0.124661,0.17975,352.599,0.124646,0.184639,358.778,0.124675,0.210396
342.03,0.125369,0.180652,352.631,0.125354,0.185525,358.81,0.125384,0.211382
342.064,0.126081,0.181556,352.664,0.126066,0.186413,358.842,0.126096,0.21237
342.098,0.126797,0.182464,352.696,0.126782,0.187304,358.874,0.126812,0.213361
342.132,0.127518,0.183373,352.728,0.127502,0.188197,358.906,0.127532,0.214355
342.166,0.128242,0.184286,352.76,0.128227,0.189093,358.937,0.128256,0.215351
342.199,0.12897,0.185202,352.792,0.128955,0.189991,358.969,0.128984,0.216349
342.233,0.129702,0.18612,352.824,0.129687,0.190891,359.001,0.129716,0.217349
342.267,0.130438,0.18704,352.856,0.130423,0.191793,359.033,0.130452,0.218353
342.301,0.131178,0.187964,352.888,0.131163,0.192699,359.065,0.131192,0.219358
342.335,0.131922,0.18889,352.92,0.131907,0.193606,359.097,0.131936,0.220366
342.369,0.13267,0.189819,352.952,0.132655,0.194516,359.129,0.132685,0.221377
342.403,0.133423,0.190751,352.984,0.133407,0.195428,359.16,0.133437,0.22239
342.437,0.134179,0.191685,353.017,0.134164,0.196343,359.192,0.134193,0.223405
342.471,0.134939,0.192623,353.049,0.134924,0.19726,359.224,0.134954,0.224423
342.505,0.135704,0.193563,353.081,0.135689,0.198179,359.256,0.135719,0.225444
342.539,0.136473,0.194505,353.113,0.136458,0.199101,359.288,0.136487,0.226466
342.573,0.137246,0.195451,353.145,0.137231,0.200026,359.32,0.13726,0.227492
342.607,0.138023,0.196399,353.177,0.138008,0.200952,359.351,0.138038,0.22852
342.641,0.138805,0.19735,353.209,0.13879,0.201881,359.383,0.138819,0.22955
342.675,0.139591,0.198304,353.241,0.139576,0.202813,359.415,0.139605,0.230583
342.708,0.140381,0.199261,353.273,0.140366,0.203747,359.447,0.140395,0.231618
342.742,0.141175,0.20022,353.305,0.14116,0.204684,359.479,0.141189,0.232656
342.776,0.141974,0.201182,353.338,0.141959,0.205622,359.511,0.141988,0.233696
342.81,0.142776,0.202147,353.37,0.142762,0.206564,359.543,0.142791,0.234738
342.844,0.143584,0.203115,353.402,0.143569,0.207508,359.574,0.143598,0.235784
342.878,0.144395,0.204085,353.434,0.144381,0.208454,359.606,0.14441,0.236831
342.912,0.145212,0.205059,353.466,0.145197,0.209402,359.638,0.145226,0.237881
342.946,0.146032,0.206035,353.498,0.146017,0.210354,359.67,0.146046,0.238934
342.98,0.146857,0.207014,353.53,0.146842,0.211307,359.702,0.146871,0.239989
343.014,0.147686,0.207996,353.562,0.147672,0.212263,359.734,0.1477,0.241047
343.048,0.14852,0.208981,353.594,0.148505,0.213222,359.765,0.148534,0.242107
343.082,0.149358,0.209968,353.626,0.149344,0.214183,359.797,0.149373,0.24317
343.116,0.150201,0.210958,353.659,0.150187,0.215146,359.829,0.150215,0.244235
343.15,0.151049,0.211951,353.691,0.151034,0.216112,359.861,0.151063,0.245303
343.184,0.151901,0.212947,353.723,0.151886,0.217081,359.893,0.151915,0.246373
343.217,0.152757,0.213946,353.755,0.152742,0.218051,359.925,0.152771,0.247446
343.251,0.153618,0.214948,353.787,0.153604,0.219025,359.957,0.153632,0.248521
343.285,0.154484,0.215953,353.819,0.154469,0.220001,359.988,0.154498,0.249598
343.319,0.155354,0.21696,353.851,0.15534,0.220979,360.02,0.155368,0.250679
343.353,0.156229,0.21797,353.883,0.156215,0.22196,360.052,0.156243,0.251761
343.387,0.157109,0.218983,353.915,0.157095,0.222943,360.084,0.157123,0.252847
343.421,0.157994,0.219999,353.947,0.157979,0.223929,360.116,0.158008,0.253935
343.455,0.158883,0.221018,353.979,0.158868,0.224917,360.148,0.158897,0.255025
343.489,0.159777,0.22204,354.012,0.159762,0.225908,360.179,0.159791,0.256118
343.523,0.160675,0.223065,354.044,0.160661,0.226902,360.211,0.160689,0.257213
343.557,0.161579,0.224092,354.076,0.161564,0.227897,360.243,0.161593,0.258311
343.591,0.162487,0.225123,354.108,0.162472,0.228896,360.275,0.162501,0.259411
343.625,0.1634,0.226156,354.14,0.163386,0.229897,360.307,0.163414,0.260514
343.659,0.164318,0.227192,354.172,0.164304,0.2309,360.339,0.164332,0.26162
343.693,0.165241,0.228231,354.204,0.165226,0.231906,360.371,0.165255,0.262728
343.726,0.166169,0.229273,354.236,0.166154,0.232914,360.402,0.166182,0.263838
343.76,0.167101,0.230318,354.268,0.167087,0.233925,360.434,0.167115,0.264951
343.794,0.168039,0.231366,354.3,0.168024,0.234939,360.466,0.168053,0.266067
343.828,0.168981,0.232417,354.333,0.168967,0.235955,360.498,0.168995,0.267185
343.862,0.169929,0.233471,354.365,0.169914,0.236973,360.53,0.169943,0.268306
343.896,0.170881,0.234527,354.397,0.170867,0.237994,360.562,0.170895,0.269429
343.93,0.171839,0.235587,354.429,0.171824,0.239018,360.593,0.171852,0.270555
343.964,0.172801,0.236649,354.461,0.172787,0.240044,360.625,0.172815,0.271683
343.998,0.173769,0.237715,354.493,0.173755,0.241073,360.657,0.173783,0.272814
344.032,0.174742,0.238783,354.525,0.174727,0.242104,360.689,0.174755,0.273947
344.066,0.175719,0.239855,354.557,0.175705,0.243138,360.721,0.175733,0.275083
344.1,0.176702,0.240929,354.589,0.176688,0.244174,360.753,0.176716,0.276222
344.134,0.17769,0.242006,354.621,0.177676,0.245213,360.785,0.177704,0.277363
344.168,0.178684,0.243086,354.653,0.178669,0.246254,360.816,0.178697,0.278506
344.202,0.179682,0.244169,354.686,0.179668,0.247298,360.848,0.179696,0.279652
344.235,0.180686,0.245256,354.718,0.180672,0.248345,360.88,0.1807,0.280801
344.269,0.181695,0.246345,354.75,0.181681,0.249394,360.912,0.181708,0.281952
344.303,0.182709,0.247437,354.782,0.182695,0.250445,360.944,0.182723,0.283106
344.337,0.183728,0.248532,354.814,0.183714,0.2515,360.976,0.183742,0.284262
344.371,0.184753,0.24963,354.846,0.184739,0.252556,361.007,0.184767,0.285421
344.405,0.185783,0.250731,354.878,0.185769,0.253616,361.039,0.185797,0.286583
344.439,0.186819,0.251834,354.91,0.186805,0.254678,361.071,0.186832,0.287746
344.473,0.187859,0.252941,354.942,0.187845,0.255742,361.103,0.187873,0.288913
344.507,0.188906,0.254051,354.974,0.188892,0.256809,361.135,0.188919,0.290082
344.541,0.189957,0.255164,355.007,0.189943,0.257879,361.167,0.189971,0.291254
344.575,0.191014,0.25628,355.039,0.191,0.258951,361.199,0.191028,0.292428
344.609,0.192077,0.257399,355.071,0.192063,0.260026,361.23,0.19209,0.293604
344.643,0.193145,0.258521,355.103,0.193131,0.261103,361.262,0.193158,0.294784
344.677,0.194218,0.259646,355.135,0.194204,0.262183,361.294,0.194232,0.295965
344.711,0.195297,0.260774,355.167,0.195283,0.263266,361.326,0.195311,0.29715
344.744,0.196382,0.261904,355.199,0.196368,0.264351,361.358,0.196395,0.298337
344.778,0.197472,0.263038,355.231,0.197458,0.265438,361.39,0.197485,0.299526
344.812,0.198567,0.264175,355.263,0.198554,0.266529,361.421,0.198581,0.300718
344.846,0.199669,0.265315,355.295,0.199655,0.267621,361.453,0.199682,0.301913
344.88,0.200776,0.266458,355.327,0.200762,0.268717,361.485,0.200789,0.30311
344.914,0.201888,0.267604,355.36,0.201874,0.269815,361.517,0.201901,0.304309
344.948,0.203006,0.268753,355.392,0.202993,0.270916,361.549,0.20302,0.305512
344.982,0.20413,0.269905,355.424,0.204116,0.272019,361.581,0.204143,0.306716
345.016,0.20526,0.27106,355.456,0.205246,0.273125,361.613,0.205273,0.307924
345.05,0.206395,0.272218,355.488,0.206381,0.274233,361.644,0.206408,0.309133
345.084,0.207536,0.273379,355.52,0.207523,0.275344,361.676,0.207549,0.310346
345.118,0.208683,0.274543,355.552,0.208669,0.276458,361.708,0.208696,0.311561
345.152,0.209836,0.275711,355.584,0.209822,0.277574,361.74,0.209849,0.312778
345.186,0.210994,0.276881,355.616,0.210981,0.278693,361.772,0.211007,0.313998
345.22,0.212159,0.278054,355.648,0.212145,0.279815,361.804,0.212172,0.315221
345.254,0.213329,0.27923,355.681,0.213315,0.280939,361.835,0.213342,0.316446
345.287,0.214505,0.28041,355.713,0.214491,0.282065,361.867,0.214518,0.317674
345.321,0.215687,0.281592,355.745,0.215673,0.283195,361.899,0.2157,0.318904
345.355,0.216875,0.282778,355.777,0.216861,0.284327,361.931,0.216888,0.320137
345.389,0.218069,0.283966,355.809,0.218055,0.285461,361.963,0.218082,0.321372
345.423,0.219269,0.285158,355.841,0.219255,0.286598,361.995,0.219282,0.32261
345.457,0.220474,0.286352,355.873,0.220461,0.287738,362.027,0.220487,0.32385
345.491,0.221686,0.28755,355.905,0.221673,0.28888,362.058,0.221699,0.325093
345.525,0.222904,0.288751,355.937,0.222891,0.290025,362.09,0.222917,0.326338
345.559,0.224128,0.289954,355.969,0.224114,0.291173,362.122,0.224141,0.327586
345.593,0.225358,0.291161,356.001,0.225344,0.292323,362.154,0.225371,0.328837
345.627,0.226594,0.292371,356.034,0.226581,0.293476,362.186,0.226607,0.33009
345.661,0.227836,0.293584,356.066,0.227823,0.294631,362.218,0.227849,0.331345
345.695,0.229084,0.2948,356.098,0.229071,0.295789,362.25,0.229097,0.332604
345.729,0.230339,0.296019,356.13,0.230326,0.29695,362.281,0.230352,0.333864
345.763,0.2316,0.297241,356.162,0.231586,0.298113,362.313,0.231612,0.335127
345.796,0.232866,0.298466,356.194,0.232853,0.299279,362.345,0.232879,0.336393
345.83,0.234139,0.299695,356.226,0.234126,0.300448,362.377,0.234152,0.337661
345.864,0.235419,0.300926,356.258,0.235406,0.301619,362.409,0.235432,0.338932
345.898,0.236704,0.302161,356.29,0.236691,0.302793,362.441,0.236717,0.340205
345.932,0.237996,0.303398,356.322,0.237983,0.303969,362.472,0.238009,0.341481
345.966,0.239294,0.304639,356.355,0.239281,0.305148,362.504,0.239307,0.342759
346,0.240599,0.305882,356.387,0.240586,0.30633,362.536,0.240611,0.34404
346.034,0.241909,0.307129,356.419,0.241896,0.307514,362.568,0.241922,0.345324
346.068,0.243227,0.308379,356.451,0.243213,0.308701,362.6,0.243239,0.346609
346.102,0.24455,0.309632,356.483,0.244537,0.309891,362.632,0.244563,0.347898
346.136,0.24588,0.310888,356.515,0.245867,0.311083,362.664,0.245892,0.349189
346.17,0.247216,0.312147,356.547,0.247203,0.312278,362.695,0.247229,0.350482
346.204,0.248559,0.313409,356.579,0.248546,0.313475,362.727,0.248571,0.351778
346.238,0.249908,0.314674,356.611,0.249895,0.314675,362.759,0.249921,0.353076
346.272,0.251264,0.315942,356.643,0.251251,0.315878,362.791,0.251276,0.354377
346.305,0.252626,0.317214,356.675,0.252613,0.317083,362.823,0.252638,0.35568
346.339,0.253995,0.318488,356.708,0.253982,0.318291,362.855,0.254007,0.356986
346.373,0.25537,0.319765,356.74,0.255357,0.319501,362.886,0.255382,0.358295
346.407,0.256751,0.321046,356.772,0.256739,0.320714,362.918,0.256764,0.359606
346.441,0.25814,0.32233,356.804,0.258127,0.32193,362.95,0.258152,0.360919
346.475,0.259535,0.323616,356.836,0.259522,0.323148,362.982,0.259547,0.362235
346.509,0.260936,0.324906,356.868,0.260923,0.324369,363.014,0.260948,0.363553
346.543,0.262344,0.326199,356.9,0.262331,0.325593,363.046,0.262356,0.364874
346.577,0.263759,0.327495,356.932,0.263746,0.326819,363.078,0.263771,0.366197
346.611,0.26518,0.328794,356.964,0.265167,0.328048,363.109,0.265192,0.367523
346.645,0.266608,0.330096,356.996,0.266596,0.329279,363.141,0.26662,0.368851
346.679,0.268043,0.331402,357.029,0.26803,0.330513,363.173,0.268055,0.370181
346.713,0.269484,0.33271,357.061,0.269472,0.33175,363.205,0.269497,0.371514
346.747,0.270933,0.334021,357.093,0.27092,0.332989,363.237,0.270945,0.37285
346.781,0.272387,0.335336,357.125,0.272375,0.334231,363.269,0.2724,0.374188
346.814,0.273849,0.336653,357.157,0.273836,0.335476,363.3,0.273861,0.375528
346.848,0.275317,0.337974,357.189,0.275305,0.336723,363.332,0.27533,0.376871
346.882,0.276793,0.339297,357.221,0.27678,0.337973,363.364,0.276805,0.378217
346.916,0.278275,0.340624,357.253,0.278262,0.339225,363.396,0.278287,0.379564
346.95,0.279763,0.341954,357.285,0.279751,0.34048,363.428,0.279775,0.380915
346.984,0.281259,0.343287,357.317,0.281247,0.341738,363.46,0.281271,0.382267
347.018,0.282762,0.344623,357.35,0.282749,0.342998,363.492,0.282774,0.383622
347.052,0.284271,0.345962,357.382,0.284259,0.34426,363.523,0.284283,0.38498
347.086,0.285787,0.347304,357.414,0.285775,0.345526,363.555,0.285799,0.38634
347.12,0.28731,0.348649,357.446,0.287298,0.346794,363.587,0.287322,0.387702
347.154,0.288841,0.349997,357.478,0.288828,0.348064,363.619,0.288852,0.389067
347.188,0.290378,0.351349,357.51,0.290365,0.349338,363.651,0.290389,0.390434
347.222,0.291921,0.352703,357.542,0.291909,0.350613,363.683,0.291933,0.391804
347.256,0.293472,0.35406,357.574,0.29346,0.351892,363.714,0.293484,0.393175
347.29,0.29503,0.355421,357.606,0.295018,0.353173,363.746,0.295042,0.39455
347.323,0.296595,0.356784,357.638,0.296583,0.354456,363.778,0.296607,0.395927
347.357,0.298167,0.358151,357.67,0.298155,0.355742,363.81,0.298179,0.397306
347.391,0.299746,0.35952,357.703,0.299734,0.357031,363.842,0.299757,0.398687
347.425,0.301332,0.360893,357.735,0.30132,0.358322,363.874,0.301343,0.400071
347.459,0.302925,0.362269,357.767,0.302912,0.359616,363.906,0.302936,0.401457
347.493,0.304525,0.363647,357.799,0.304512,0.360912,363.937,0.304536,0.402846
347.527,0.306132,0.365029,357.831,0.30612,0.362211,363.969,0.306143,0.404237
347.561,0.307746,0.366414,357.863,0.307734,0.363513,364.001,0.307757,0.40563
347.595,0.309367,0.367802,357.895,0.309355,0.364817,364.033,0.309378,0.407026
347.629,0.310995,0.369193,357.927,0.310983,0.366124,364.065,0.311007,0.408424
347.663,0.31263,0.370587,357.959,0.312619,0.367433,364.097,0.312642,0.409824
347.697,0.314273,0.371983,357.991,0.314261,0.368745,364.128,0.314284,0.411227
347.731,0.315923,0.373383,358.024,0.315911,0.370059,364.16,0.315934,0.412632
347.765,0.317579,0.374786,358.056,0.317567,0.371376,364.192,0.317591,0.414039
347.799,0.319243,0.376192,358.088,0.319231,0.372696,364.224,0.319255,0.415449
347.832,0.320914,0.377601,358.12,0.320902,0.374018,364.256,0.320926,0.416861
347.866,0.322592,0.379013,358.152,0.322581,0.375343,364.288,0.322604,0.418275
347.9,0.324278,0.380428,358.184,0.324266,0.37667,364.32,0.324289,0.419691
347.934,0.32597,0.381846,358.216,0.325959,0.378,364.351,0.325982,0.42111
347.968,0.32767,0.383267,358.248,0.327659,0.379332,364.383,0.327681,0.422531
348.002,0.329377,0.384691,358.28,0.329366,0.380667,364.415,0.329388,0.423955
348.036,0.331091,0.386118,358.312,0.33108,0.382004,364.447,0.331103,0.425381
348.07,0.332813,0.387548,358.344,0.332801,0.383344,364.479,0.332824,0.426809
348.104,0.334541,0.388981,358.377,0.33453,0.384686,364.511,0.334553,0.428239
348.138,0.336277,0.390417,358.409,0.336266,0.386031,364.542,0.336288,0.429671
348.172,0.33802,0.391856,358.441,0.338009,0.387378,364.574,0.338031,0.431106
348.206,0.339771,0.393298,358.473,0.339759,0.388728,364.606,0.339782,0.432543
348.24,0.341528,0.394743,358.505,0.341517,0.390081,364.638,0.341539,0.433982
348.274,0.343293,0.396191,358.537,0.343282,0.391436,364.67,0.343304,0.435423
348.308,0.345065,0.397641,358.569,0.345054,0.392793,364.702,0.345076,0.436867
348.341,0.346845,0.399095,358.601,0.346833,0.394153,364.734,0.346856,0.438313
348.375,0.348631,0.400552,358.633,0.34862,0.395516,364.765,0.348642,0.439761
348.409,0.350425,0.402011,358.665,0.350414,0.396881,364.797,0.350436,0.441211
348.443,0.352226,0.403474,358.698,0.352215,0.398248,364.829,0.352237,0.442664
348.477,0.354035,0.404939,358.73,0.354024,0.399618,364.861,0.354046,0.444118
348.511,0.355851,0.406408,358.762,0.355839,0.40099,364.893,0.355861,0.445575
348.545,0.357674,0.407879,358.794,0.357662,0.402365,364.925,0.357684,0.447034
348.579,0.359504,0.409353,358.826,0.359493,0.403742,364.956,0.359515,0.448495
348.613,0.361341,0.41083,358.858,0.36133,0.405122,364.988,0.361352,0.449958
348.647,0.363186,0.41231,358.89,0.363175,0.406504,365.02,0.363197,0.451424
348.681,0.365038,0.413793,358.922,0.365027,0.407889,365.052,0.365049,0.452891
348.715,0.366898,0.415279,358.954,0.366887,0.409276,365.084,0.366908,0.454361
348.749,0.368765,0.416768,358.986,0.368754,0.410666,365.116,0.368775,0.455833
348.783,0.370639,0.418259,359.018,0.370628,0.412058,365.148,0.370649,0.457307
348.817,0.37252,0.419754,359.051,0.372509,0.413452,365.179,0.37253,0.458783
348.851,0.374408,0.421251,359.083,0.374398,0.414849,365.211,0.374419,0.460261
348.884,0.376304,0.422751,359.115,0.376294,0.416248,365.243,0.376315,0.461741
348.918,0.378207,0.424254,359.147,0.378197,0.41765,365.275,0.378218,0.463223
348.952,0.380118,0.42576,359.179,0.380107,0.419054,365.307,0.380128,0.464708
348.986,0.382036,0.427268,359.211,0.382025,0.420461,365.339,0.382046,0.466194
349.02,0.38396,0.42878,359.243,0.38395,0.42187,365.371,0.383971,0.467682
349.054,0.385893,0.430294,359.275,0.385882,0.423281,365.402,0.385903,0.469173
349.088,0.387832,0.431811,359.307,0.387821,0.424695,365.434,0.387842,0.470665
349.122,0.389779,0.433331,359.339,0.389768,0.426111,365.466,0.389789,0.47216
349.156,0.391733,0.434854,359.372,0.391722,0.427529,365.498,0.391743,0.473656
349.19,0.393694,0.43638,359.404,0.393683,0.42895,365.53,0.393704,0.475155
349.224,0.395662,0.437908,359.436,0.395652,0.430373,365.562,0.395672,0.476655
